股票代號,資料日期,填息結果,交易天數
5906,2013-01-04,True,7
1735,2013-01-07,True,1
911619,2013-01-17,False,
911619,2013-01-18,True,1
5608,2013-02-05,False,
6283,2013-02-05,True,1
2891,2013-02-19,True,13
9157,2013-02-19,False,
01008T,2013-02-27,,
3406,2013-03-05,True,60
910708,2013-03-11,True,47
9105,2013-03-14,True,2
01004T,2013-04-09,,
01003T,2013-04-17,,
4141,2013-04-18,False,
2727,2013-04-24,True,22
910069,2013-05-02,True,4
9151,2013-05-02,True,13
911602,2013-05-03,False,
911609,2013-05-08,True,89
2430,2013-05-09,False,
01001T,2013-05-09,,
911608,2013-05-17,False,
9136,2013-05-17,True,1
6504,2013-05-20,True,1
2849,2013-05-21,False,
01002T,2013-05-22,,
2062,2013-05-22,True,20
01007T,2013-05-23,,
2727,2013-05-28,True,80
912398,2013-06-05,True,36
3060,2013-06-06,True,47
1590,2013-06-07,True,26
2820,2013-06-10,False,
1733,2013-06-13,False,
8940,2013-06-13,True,143
910322,2013-06-13,True,14
2888,2013-06-14,True,3
910579,2013-06-17,True,1
2450,2013-06-19,False,
6257,2013-06-19,True,52
8427,2013-06-19,True,18
5225,2013-06-21,True,5
2910,2013-06-24,True,60
1615,2013-06-25,True,180
2514,2013-06-25,True,6
4722,2013-06-25,False,
1773,2013-06-26,True,39
3010,2013-06-26,True,15
5871,2013-06-26,True,1
9188,2013-06-26,True,24
6128,2013-06-27,True,19
2723,2013-06-27,True,2
2545,2013-06-27,False,
2535,2013-06-27,False,
2455,2013-06-27,False,
2433,2013-06-27,True,24
8213,2013-06-27,False,
2015,2013-06-27,False,
1802,2013-06-27,True,2
1710,2013-06-27,True,14
0081,2013-06-27,,
0080,2013-06-27,,
2421,2013-06-27,True,118
2373,2013-06-28,True,8
2385,2013-06-28,False,
2548,2013-06-28,True,12
3583,2013-06-28,True,14
6136,2013-06-28,True,176
8016,2013-07-01,True,34
6224,2013-07-01,True,66
6213,2013-07-01,True,19
5234,2013-07-01,True,2
3149,2013-07-01,True,9
2362,2013-07-01,True,5
2881,2013-07-01,True,10
1735,2013-07-01,True,250
1560,2013-07-01,True,26
3029,2013-07-01,True,10
5215,2013-07-02,False,
8249,2013-07-02,True,54
8011,2013-07-02,True,10
6505,2013-07-02,True,8
6141,2013-07-02,True,1
3015,2013-07-02,True,36
1507,2013-07-02,True,3
2597,2013-07-02,True,5
2501,2013-07-02,True,8
2031,2013-07-02,True,32
2906,2013-07-02,True,212
1451,2013-07-02,True,50
1232,2013-07-02,True,24
8072,2013-07-03,True,230
2451,2013-07-03,True,183
2404,2013-07-03,True,33
2338,2013-07-03,True,157
2231,2013-07-03,True,9
2010,2013-07-03,True,126
1707,2013-07-03,True,15
2330,2013-07-03,True,8
4164,2013-07-04,True,8
9945,2013-07-04,True,5
9943,2013-07-04,True,237
9930,2013-07-04,True,29
9911,2013-07-04,True,7
8213,2013-07-04,True,9
4733,2013-07-04,True,31
4133,2013-07-04,True,7
3669,2013-07-04,True,15
3094,2013-07-04,True,22
2227,2013-07-04,True,2
2013,2013-07-04,False,
1909,2013-07-04,True,1
1220,2013-07-04,True,13
1219,2013-07-04,True,1
3673,2013-07-04,False,
2107,2013-07-05,True,29
1439,2013-07-05,True,4
1521,2013-07-05,True,40
2340,2013-07-05,True,5
3048,2013-07-05,True,47
3532,2013-07-05,True,1
6209,2013-07-05,True,6
3504,2013-07-08,False,
3045,2013-07-08,False,
8411,2013-07-08,False,
8422,2013-07-08,False,
3028,2013-07-08,False,
2308,2013-07-08,True,7
2483,2013-07-08,True,26
2436,2013-07-08,True,4
2360,2013-07-08,True,2
2303,2013-07-08,True,230
2615,2013-07-08,True,4
9924,2013-07-09,True,2
9907,2013-07-09,True,6
9802,2013-07-09,True,24
6281,2013-07-09,False,
6120,2013-07-09,True,3
3705,2013-07-09,True,5
3653,2013-07-09,True,76
3550,2013-07-09,True,11
2832,2013-07-09,True,40
2480,2013-07-09,True,59
3006,2013-07-09,True,4
2417,2013-07-09,True,12
1734,2013-07-09,True,1
1731,2013-07-09,True,5
1535,2013-07-09,True,17
1473,2013-07-09,True,3
1466,2013-07-09,True,12
1410,2013-07-09,True,12
1315,2013-07-09,True,67
1215,2013-07-09,True,157
2437,2013-07-09,True,18
3665,2013-07-10,True,3
4935,2013-07-10,True,37
6189,2013-07-10,True,26
3645,2013-07-10,True,17
6214,2013-07-10,True,18
8163,2013-07-10,True,4
9931,2013-07-10,True,13
6192,2013-07-10,True,9
3501,2013-07-10,True,11
2458,2013-07-10,False,
2908,2013-07-10,True,3
1514,2013-07-10,True,76
1608,2013-07-10,True,79
1717,2013-07-10,True,6
1338,2013-07-10,True,22
2376,2013-07-10,True,42
3450,2013-07-10,True,15
2504,2013-07-10,True,1
2365,2013-07-10,True,1
2453,2013-07-11,True,17
9918,2013-07-11,True,52
8210,2013-07-11,True,122
8081,2013-07-11,True,125
6153,2013-07-11,True,1
4144,2013-07-11,True,13
2468,2013-07-11,True,3
2449,2013-07-11,True,154
5471,2013-07-11,True,113
2316,2013-07-11,True,1
2313,2013-07-11,True,2
2204,2013-07-11,True,43
1808,2013-07-11,False,
1626,2013-07-11,True,8
1614,2013-07-11,True,2
1528,2013-07-11,True,3
1104,2013-07-11,True,2
2369,2013-07-11,True,3
9940,2013-07-12,True,66
4960,2013-07-12,True,7
2915,2013-07-12,True,5
2833A,2013-07-12,True,227
2493,2013-07-12,True,208
2467,2013-07-12,True,149
2385,2013-07-12,True,1
1809,2013-07-12,True,1
1723,2013-07-12,True,5
2392,2013-07-12,True,9
2606,2013-07-15,True,5
9917,2013-07-15,True,28
5533,2013-07-15,False,
4915,2013-07-15,True,9
4532,2013-07-15,True,60
3617,2013-07-15,True,46
3406,2013-07-15,True,1
3130,2013-07-15,True,2
2488,2013-07-15,True,1
2029,2013-07-15,True,8
2325,2013-07-15,True,130
2114,2013-07-15,True,100
2395,2013-07-15,True,38
1907,2013-07-15,True,1
1904,2013-07-15,True,9
1711,2013-07-15,True,14
1503,2013-07-15,True,14
1337,2013-07-15,True,67
2855,2013-07-16,True,119
3356,2013-07-16,True,11
3622,2013-07-16,True,1
8926,2013-07-16,True,192
5515,2013-07-16,False,
2464,2013-07-16,True,15
9942,2013-07-16,True,6
3697,2013-07-16,True,9
2454,2013-07-16,True,9
2608,2013-07-16,True,26
2356,2013-07-16,True,1
2103,2013-07-16,False,
1452,2013-07-16,True,92
1445,2013-07-16,True,1
1417,2013-07-16,False,
1325,2013-07-16,True,5
1236,2013-07-16,True,1
1109,2013-07-16,True,58
2405,2013-07-16,True,1
2891,2013-07-17,True,4
3040,2013-07-17,True,1
3056,2013-07-17,True,7
3057,2013-07-17,True,1
9908,2013-07-17,True,121
5007,2013-07-17,True,140
3443,2013-07-17,True,217
4952,2013-07-17,True,8
6164,2013-07-17,True,1
2823,2013-07-17,True,1
3296,2013-07-17,True,120
2707,2013-07-17,True,3
2207,2013-07-17,True,255
2485,2013-07-17,True,8
1227,2013-07-17,False,
2538,2013-07-17,True,8
1477,2013-07-17,True,4
1540,2013-07-17,True,67
1301,2013-07-17,True,4
2208,2013-07-17,True,119
2412,2013-07-17,False,
2423,2013-07-17,True,26
2461,2013-07-17,True,9
2033,2013-07-17,True,274
2520,2013-07-18,True,4
2542,2013-07-18,True,13
2546,2013-07-18,False,
3257,2013-07-18,True,5
3376,2013-07-18,True,117
3454,2013-07-18,True,3
8429,2013-07-18,True,9
6286,2013-07-18,True,46
8112,2013-07-18,True,20
2495,2013-07-18,True,7
9919,2013-07-18,True,3
9939,2013-07-18,False,
6115,2013-07-18,True,169
2457,2013-07-18,True,149
6196,2013-07-18,True,144
2345,2013-07-18,True,179
2448,2013-07-18,True,44
1201,2013-07-18,True,4
1233,2013-07-18,True,214
1312,2013-07-18,True,53
1312A,2013-07-18,True,49
1414,2013-07-18,True,13
1504,2013-07-18,True,2
1589,2013-07-18,True,2
1611,2013-07-18,True,1
1713,2013-07-18,True,56
1762,2013-07-18,True,6
2034,2013-07-18,True,18
2104,2013-07-18,False,
1583,2013-07-18,True,20
2882,2013-07-19,True,56
3698,2013-07-19,True,3
2612,2013-07-19,True,28
1618,2013-07-19,False,
2332,2013-07-19,True,119
2102,2013-07-19,True,2
2419,2013-07-19,True,125
3607,2013-07-22,True,33
9958,2013-07-22,True,6
9905,2013-07-22,True,81
9904,2013-07-22,True,25
8374,2013-07-22,True,1
6278,2013-07-22,True,31
5388,2013-07-22,True,19
4725,2013-07-22,True,1
3380,2013-07-22,True,41
1110,2013-07-22,True,1
2530,2013-07-22,True,3
2462,2013-07-22,True,126
2439,2013-07-22,True,6
1701,2013-07-22,True,3
1454,2013-07-22,True,11
1326,2013-07-22,True,32
1323,2013-07-22,True,1
2901,2013-07-22,True,2
3591,2013-07-23,True,11
9910,2013-07-23,True,35
6112,2013-07-23,True,169
5706,2013-07-23,True,9
5434,2013-07-23,True,102
3315,2013-07-23,True,202
3036,2013-07-23,True,61
3030,2013-07-23,True,121
2885,2013-07-23,True,60
2851,2013-07-23,True,78
2498,2013-07-23,True,1
2006,2013-07-23,False,
8131,2013-07-24,True,172
5522,2013-07-24,False,
3545,2013-07-24,True,3
3090,2013-07-24,True,114
4904,2013-07-24,False,
2020,2013-07-24,True,33
1465,2013-07-24,True,52
1447,2013-07-24,True,33
1444,2013-07-24,False,
2809,2013-07-24,True,111
3033,2013-07-25,True,97
9937,2013-07-25,True,49
9925,2013-07-25,True,101
6271,2013-07-25,True,71
6152,2013-07-25,False,
4958,2013-07-25,True,14
4526,2013-07-25,True,31
3702,2013-07-25,True,189
3559,2013-07-25,True,135
3037,2013-07-25,False,
2883,2013-07-25,True,51
2347,2013-07-25,True,13
2722,2013-07-25,False,
2536,2013-07-25,True,90
2489,2013-07-25,False,
2486,2013-07-25,True,48
2414,2013-07-25,True,117
2331,2013-07-25,True,29
2312,2013-07-25,True,23
1416,2013-07-25,True,49
1219,2013-07-25,True,52
1101,2013-07-25,True,14
2850,2013-07-25,True,53
2315,2013-07-26,False,
6702,2013-07-26,True,1
3044,2013-07-26,False,
2108,2013-07-26,True,40
1434,2013-07-26,True,46
2002,2013-07-26,True,27
1712,2013-07-26,True,50
1459,2013-07-26,True,42
2002A,2013-07-26,True,44
9933,2013-07-29,False,
8070,2013-07-29,False,
6277,2013-07-29,True,15
6005,2013-07-29,True,28
6139,2013-07-29,True,38
3011,2013-07-29,True,109
3005,2013-07-29,True,46
2852,2013-07-29,False,
2420,2013-07-29,True,23
3055,2013-07-29,True,13
2497,2013-07-30,True,3
5521,2013-07-30,True,14
4919,2013-07-30,True,137
6117,2013-07-30,True,69
3494,2013-07-30,True,40
3059,2013-07-30,True,27
2527,2013-07-30,True,36
2374,2013-07-30,False,
1308,2013-07-30,True,38
2311,2013-07-30,True,21
1720,2013-07-30,True,4
1702,2013-07-30,True,5
1612,2013-07-30,True,48
1305,2013-07-30,False,
1304,2013-07-30,True,55
2351,2013-07-30,True,4
4906,2013-07-31,False,
9941,2013-07-31,True,37
6176,2013-07-31,True,34
3596,2013-07-31,True,4
5305,2013-07-31,True,2
3041,2013-07-31,True,3
3311,2013-07-31,False,
1604,2013-07-31,True,62
1525,2013-07-31,True,8
8114,2013-08-01,True,82
6239,2013-08-01,True,204
6201,2013-08-01,False,
6108,2013-08-01,True,147
4984,2013-08-01,True,1
3231,2013-08-01,True,22
2904,2013-08-01,False,
2539,2013-08-01,True,20
2382,2013-08-01,True,55
3533,2013-08-01,True,144
2201,2013-08-01,True,20
2059,2013-08-01,True,3
2027,2013-08-01,True,173
1708,2013-08-01,True,193
1530,2013-08-01,True,56
1441,2013-08-01,True,7
1440,2013-08-01,True,21
1234,2013-08-01,False,
2355,2013-08-01,True,7
911610,2013-08-02,True,104
8271,2013-08-02,True,58
6166,2013-08-02,True,1
3679,2013-08-02,True,88
2105,2013-08-02,False,
2856,2013-08-02,True,103
2393,2013-08-02,True,8
1229,2013-08-02,True,192
2892,2013-08-02,True,203
2867,2013-08-05,True,45
5907,2013-08-05,True,8
4119,2013-08-05,False,
2847,2013-08-05,True,45
5531,2013-08-05,True,78
2456,2013-08-05,True,7
2038,2013-08-05,True,263
1724,2013-08-05,False,
1704,2013-08-05,True,44
2616,2013-08-05,True,107
1532,2013-08-06,False,
2459,2013-08-06,True,37
2838,2013-08-06,False,
3164,2013-08-06,True,3
3638,2013-08-06,True,3
9914,2013-08-06,True,42
3515,2013-08-07,True,83
3058,2013-08-07,False,
3026,2013-08-07,True,50
2912,2013-08-07,True,4
2836,2013-08-07,True,43
2301,2013-08-07,True,17
2397,2013-08-07,True,4
2049,2013-08-07,True,4
1727,2013-08-07,True,210
1303,2013-08-07,True,26
2534,2013-08-07,False,
2617,2013-08-08,True,16
8078,2013-08-08,True,1
5534,2013-08-08,False,
4106,2013-08-08,True,10
3209,2013-08-08,True,19
2905,2013-08-08,False,
2605,2013-08-08,True,20
1216,2013-08-08,False,
2357,2013-08-08,True,77
2328,2013-08-08,True,2
2324,2013-08-08,True,16
1789,2013-08-08,True,1
1314,2013-08-08,True,34
2478,2013-08-08,True,7
2889,2013-08-09,True,31
3047,2013-08-09,True,62
3305,2013-08-09,True,40
4956,2013-08-09,True,16
5203,2013-08-09,True,201
6142,2013-08-09,True,41
6202,2013-08-09,True,36
8021,2013-08-12,True,10
2887,2013-08-12,True,21
4976,2013-08-12,True,31
1737,2013-08-12,True,39
1527,2013-08-12,True,1
1517,2013-08-13,True,38
2377,2013-08-13,True,9
2834,2013-08-13,True,39
2886,2013-08-13,True,30
3703,2013-08-13,True,76
9906,2013-08-13,False,
6269,2013-08-14,True,3
6216,2013-08-14,True,43
5880,2013-08-14,True,213
3189,2013-08-14,True,16
2890,2013-08-14,True,257
2637,2013-08-14,False,
4999,2013-08-14,True,89
2911,2013-08-15,True,2
6285,2013-08-15,True,5
4119,2013-08-15,True,16
3257,2013-08-15,True,27
3035,2013-08-15,True,6
3034,2013-08-15,True,11
2880,2013-08-15,True,34
1722,2013-08-15,True,36
2707,2013-08-15,True,154
2425,2013-08-15,True,1
2379,2013-08-15,True,25
2206,2013-08-15,True,1
1582,2013-08-15,True,117
2884,2013-08-15,True,15
2509,2013-08-16,True,62
4414,2013-08-16,True,2
8411,2013-08-19,False,
9921,2013-08-19,True,15
3042,2013-08-19,True,3
9938,2013-08-19,True,13
2891,2013-08-19,True,25
1319,2013-08-19,True,13
3014,2013-08-19,True,32
2607,2013-08-20,True,15
4746,2013-08-20,True,10
6206,2013-08-20,True,50
910861,2013-08-21,True,9
910069,2013-08-21,True,10
8404,2013-08-21,True,4
1609,2013-08-21,True,33
3518,2013-08-21,True,64
2801,2013-08-21,True,10
8039,2013-08-21,True,2
1455,2013-08-22,True,4
1519,2013-08-22,True,10
2402,2013-08-22,True,2
2547,2013-08-22,True,9
2601,2013-08-22,True,1
2702,2013-08-22,False,
4737,2013-08-22,True,1
5269,2013-08-22,True,117
6131,2013-08-22,True,10
3008,2013-08-23,False,
3004,2013-08-23,True,11
2441,2013-08-23,True,76
1476,2013-08-23,True,29
1323,2013-08-23,True,8
1709,2013-08-23,True,31
1537,2013-08-26,True,14
1726,2013-08-26,True,84
1730,2013-08-26,True,34
2354,2013-08-26,False,
2471,2013-08-26,False,
2833,2013-08-26,True,20
3312,2013-08-26,True,6
6230,2013-08-26,True,21
6605,2013-08-26,True,19
8103,2013-08-26,True,98
3032,2013-08-27,True,1
3018,2013-08-27,True,1
3588,2013-08-27,True,121
1474,2013-08-27,True,27
5871,2013-08-27,True,12
6183,2013-08-27,True,48
6205,2013-08-27,True,105
2706,2013-08-27,True,100
4942,2013-08-27,True,8
2460,2013-08-27,True,26
1464,2013-08-27,True,3
1533,2013-08-27,True,1
01008T,2013-08-27,,
1231,2013-08-27,False,
1324,2013-08-27,True,3
2428,2013-08-27,True,58
1419,2013-08-27,True,1
1432,2013-08-27,False,
1402,2013-08-27,True,27
9912,2013-08-28,False,
5525,2013-08-28,True,191
5264,2013-08-28,True,1
3003,2013-08-28,True,6
2923,2013-08-28,True,1
9105,2013-08-28,True,2
2477,2013-08-28,True,3
2472,2013-08-28,True,2
2415,2013-08-28,True,95
1313,2013-08-28,True,28
2701,2013-08-28,True,27
9944,2013-08-29,True,1
3052,2013-08-29,True,35
3027,2013-08-29,True,1
3023,2013-08-29,True,2
2476,2013-08-29,True,4
2474,2013-08-29,True,4
2429,2013-08-29,True,2
2106,2013-08-29,True,6
1736,2013-08-29,True,1
1513,2013-08-29,True,19
1210,2013-08-29,True,25
1102,2013-08-29,True,5
2383,2013-08-29,True,92
1203,2013-08-29,True,2
9927,2013-08-30,True,214
5608,2013-08-30,True,5
6282,2013-08-30,True,116
4164,2013-08-30,True,1
2515,2013-08-30,True,2
1467,2013-08-30,True,1
1307,2013-08-30,True,6
3025,2013-08-30,True,21
1531,2013-09-02,True,8
2399,2013-09-02,True,57
2511,2013-09-02,True,26
3002,2013-09-03,True,23
2845,2013-09-03,True,26
1446,2013-09-03,True,12
2611,2013-09-03,False,
1339,2013-09-04,True,40
3598,2013-09-04,True,2
5469,2013-09-04,True,16
6155,2013-09-04,True,88
3605,2013-09-05,True,21
1225,2013-09-05,True,36
2704,2013-09-05,True,17
4104,2013-09-05,True,15
2499,2013-09-06,True,15
2317,2013-09-09,True,90
6197,2013-09-09,True,18
9926,2013-09-09,True,142
1442,2013-09-10,True,46
2888,2013-09-10,True,3
2903,2013-09-10,False,
3419,2013-09-10,True,12
2812,2013-09-11,False,
3062,2013-09-11,True,5
1715,2013-09-11,True,14
1909,2013-09-12,True,1
6184,2013-09-12,False,
1714,2013-09-17,True,9
2387,2013-09-24,True,1
2516,2013-09-24,True,140
3017,2013-09-24,True,3
4306,2013-09-24,False,
1432,2013-09-26,False,
910801,2013-09-26,True,19
2823,2013-09-30,True,66
9151,2013-09-30,True,3
4938,2013-10-01,True,78
3576,2013-10-01,True,4
01004T,2013-10-03,,
1409,2013-10-07,True,1
4426,2013-10-07,True,3
912398,2013-10-11,True,3
9188,2013-10-14,True,14
9958,2013-10-16,True,53
1453,2013-10-17,False,
2505,2013-10-23,False,
0050,2013-10-24,,
0056,2013-10-24,,
006204,2013-10-25,,
2886,2013-10-29,True,3
006208,2013-10-30,,
2506,2013-10-30,True,12
2882,2013-10-31,True,21
2442,2013-11-01,True,48
8070,2013-11-06,True,35
3022,2013-11-06,True,34
1536,2013-11-07,True,2
4141,2013-11-12,True,4
3596,2013-11-19,True,1
9955,2013-11-19,True,1
01007T,2013-11-21,,
2537,2013-11-22,True,4
910069,2013-11-25,True,1
006203,2013-11-25,,
0060,2013-11-25,,
0054,2013-11-25,,
0053,2013-11-25,,
0051,2013-11-25,,
0055,2013-11-25,,
5522,2013-11-26,True,1
2915,2013-11-28,False,
4144,2013-12-02,True,5
910708,2013-12-03,True,1
910801,2013-12-04,True,26
8112,2013-12-10,True,1
0080,2013-12-13,,
0081,2013-12-13,,
2206,2013-12-16,True,8
1715,2013-12-19,True,16
911619,2014-01-16,True,8
3383,2014-02-05,True,2
3561,2014-02-05,True,1
2511,2014-02-06,True,3
2887,2014-02-19,True,68
6283,2014-02-21,True,1
01008T,2014-02-25,,
8011,2014-03-03,True,3
9105,2014-03-13,False,
910708,2014-03-13,True,10
4414,2014-04-01,True,27
01004T,2014-04-09,,
6226,2014-04-10,False,
01003T,2014-04-17,,
2884,2014-04-18,True,20
911608,2014-04-22,True,23
2867,2014-04-25,True,23
8033,2014-04-29,True,39
910069,2014-05-05,True,1
0052,2014-05-06,,
2727,2014-05-06,False,
2430,2014-05-08,False,
911609,2014-05-09,True,67
01001T,2014-05-09,,
6414,2014-05-15,True,1
9136,2014-05-16,True,7
2062,2014-05-21,True,5
01002T,2014-05-22,,
01007T,2014-05-22,,
5225,2014-05-27,True,214
2727,2014-05-28,True,5
910861,2014-05-28,True,200
8070,2014-06-04,True,189
910801,2014-06-05,True,11
910322,2014-06-10,True,1
2820,2014-06-10,True,217
1338,2014-06-12,True,11
1590,2014-06-17,True,10
3056,2014-06-17,False,
3443,2014-06-17,False,
2385,2014-06-18,False,
2722,2014-06-18,True,67
4916,2014-06-19,True,9
912398,2014-06-19,True,43
2421,2014-06-20,False,
1414,2014-06-23,False,
2881,2014-06-23,True,12
3094,2014-06-23,False,
6504,2014-06-24,True,1
2882,2014-06-24,True,11
2910,2014-06-24,True,1
2338,2014-06-24,False,
1589,2014-06-24,True,13
2723,2014-06-24,True,21
1452,2014-06-25,True,128
4977,2014-06-25,True,2
9943,2014-06-26,True,197
8213,2014-06-26,True,34
2885,2014-06-26,True,13
2642,2014-06-26,True,5
2433,2014-06-26,True,208
1615,2014-06-26,True,38
2107,2014-06-26,True,36
1608,2014-06-26,True,845
0081,2014-06-26,,
0080,2014-06-26,,
2327,2014-06-26,True,3
3045,2014-06-27,True,111
2480,2014-06-27,False,
2597,2014-06-27,False,
2362,2014-06-27,True,23
2109,2014-06-27,True,1
2373,2014-06-27,False,
1560,2014-06-30,False,
2375,2014-06-30,True,183
2451,2014-06-30,True,169
2483,2014-06-30,True,130
8150,2014-06-30,True,138
1507,2014-07-01,True,21
2015,2014-07-01,False,
3030,2014-07-01,True,10
6189,2014-07-01,False,
6505,2014-07-01,True,200
8072,2014-07-01,False,
9940,2014-07-01,False,
6412,2014-07-02,True,2
9918,2014-07-02,True,19
1232,2014-07-02,False,
3450,2014-07-02,True,1
8081,2014-07-02,False,
1301,2014-07-03,True,199
9911,2014-07-03,True,18
9907,2014-07-03,False,
9188,2014-07-03,True,13
6136,2014-07-03,False,
3653,2014-07-03,True,4
3532,2014-07-03,True,1
3010,2014-07-03,False,
9931,2014-07-03,True,1
2308,2014-07-03,True,42
2009,2014-07-03,True,16
1802,2014-07-03,True,1
1734,2014-07-03,True,1
1451,2014-07-03,False,
2904,2014-07-03,False,
2345,2014-07-03,False,
5215,2014-07-04,True,25
2437,2014-07-04,True,28
2454,2014-07-04,False,
8249,2014-07-04,True,182
2316,2014-07-04,True,180
1515,2014-07-04,True,73
1326,2014-07-04,True,35
2010,2014-07-04,False,
2034,2014-07-04,True,17
1457,2014-07-04,True,3
3015,2014-07-07,False,
2929,2014-07-07,False,
2617,2014-07-07,True,16
2404,2014-07-07,True,172
2464,2014-07-07,False,
2303,2014-07-07,False,
2027,2014-07-07,True,15
1528,2014-07-07,False,
1337,2014-07-07,False,
2369,2014-07-07,True,2
3028,2014-07-08,True,175
9942,2014-07-08,True,1
8114,2014-07-08,True,3
8016,2014-07-08,True,12
6164,2014-07-08,True,1
3669,2014-07-08,True,1
2906,2014-07-08,True,36
2467,2014-07-08,False,
2313,2014-07-08,True,3
1521,2014-07-08,True,170
1504,2014-07-08,True,3
1445,2014-07-08,True,199
1439,2014-07-08,True,118
2501,2014-07-08,True,162
3167,2014-07-09,False,
3338,2014-07-09,True,4
3673,2014-07-09,False,
3682,2014-07-09,True,4
3705,2014-07-09,True,2
6281,2014-07-09,False,
6141,2014-07-09,True,139
8422,2014-07-09,True,6
9924,2014-07-09,True,128
6128,2014-07-09,False,
2908,2014-07-09,False,
1476,2014-07-09,True,7
2545,2014-07-09,True,103
2891,2014-07-09,True,1
1460,2014-07-09,True,1
1568,2014-07-09,True,1
1707,2014-07-09,True,181
1303,2014-07-09,True,3
2101,2014-07-09,True,5
2385,2014-07-09,True,7
2455,2014-07-09,True,43
2538,2014-07-09,True,160
1909,2014-07-09,False,
3596,2014-07-10,False,
8411,2014-07-10,False,
8163,2014-07-10,True,7
6214,2014-07-10,True,46
6192,2014-07-10,True,17
4952,2014-07-10,True,13
4526,2014-07-10,True,6
3665,2014-07-10,False,
3607,2014-07-10,True,11
3305,2014-07-10,False,
9930,2014-07-10,True,171
2883,2014-07-10,True,4
3047,2014-07-10,False,
1103,2014-07-10,False,
1220,2014-07-10,True,8
1735,2014-07-10,False,
2347,2014-07-10,False,
8210,2014-07-10,True,1
2449,2014-07-10,True,161
2450,2014-07-10,False,
2417,2014-07-10,True,1
2514,2014-07-10,True,1
2611,2014-07-10,True,106
6152,2014-07-11,False,
5305,2014-07-11,True,2
4915,2014-07-11,True,1
3576,2014-07-11,True,3
4755,2014-07-11,False,
3006,2014-07-11,False,
2548,2014-07-11,False,
2493,2014-07-11,True,166
2331,2014-07-11,True,62
3029,2014-07-11,True,182
2606,2014-07-14,False,
9904,2014-07-14,True,13
6155,2014-07-14,False,
4934,2014-07-14,True,1
3645,2014-07-14,True,2
3060,2014-07-14,True,1
2809,2014-07-14,True,5
2608,2014-07-14,True,2
2468,2014-07-14,True,3
2330,2014-07-14,True,91
2376,2014-07-14,False,
2367,2014-07-14,True,2
2032,2014-07-14,True,15
1907,2014-07-14,True,8
1904,2014-07-14,True,32
1731,2014-07-14,True,169
1410,2014-07-14,True,4
2402,2014-07-14,True,1
3130,2014-07-15,True,4
6702,2014-07-15,True,2
5533,2014-07-15,True,23
5471,2014-07-15,False,
4164,2014-07-15,True,5
9802,2014-07-15,True,23
3504,2014-07-15,True,1
2855,2014-07-15,True,191
2029,2014-07-15,False,
2546,2014-07-15,True,143
2832,2014-07-15,True,194
1417,2014-07-15,True,153
1473,2014-07-15,True,195
1233,2014-07-15,False,
2103,2014-07-15,True,9
2520,2014-07-15,True,1
1582,2014-07-15,True,30
8926,2014-07-16,True,28
8427,2014-07-16,True,14
6224,2014-07-16,True,213
6153,2014-07-16,False,
5388,2014-07-16,False,
4904,2014-07-16,True,97
3698,2014-07-16,True,2
3550,2014-07-16,True,27
3481,2014-07-16,True,8
3380,2014-07-16,True,193
2913,2014-07-16,True,4
2458,2014-07-16,True,163
2395,2014-07-16,True,22
2325,2014-07-16,True,133
2013,2014-07-16,False,
1723,2014-07-16,False,
1455,2014-07-16,True,175
1325,2014-07-16,True,11
1315,2014-07-16,True,10
1236,2014-07-16,False,
1108,2014-07-16,True,27
2459,2014-07-16,True,1
2356,2014-07-16,False,
2614,2014-07-17,True,884
2707,2014-07-17,False,
2486,2014-07-17,True,1
2856,2014-07-17,True,188
2612,2014-07-17,True,24
3014,2014-07-17,True,3
6196,2014-07-17,True,1
4133,2014-07-17,False,
4935,2014-07-17,True,1
6139,2014-07-17,False,
9919,2014-07-17,True,9
2485,2014-07-17,True,99
3559,2014-07-17,True,5
2456,2014-07-17,True,6
4532,2014-07-17,True,37
2412,2014-07-17,True,141
1101,2014-07-17,True,23
1109,2014-07-17,False,
1323,2014-07-17,True,9
1459,2014-07-17,True,1
2453,2014-07-17,True,32
1477,2014-07-17,True,63
1470,2014-07-17,True,4
1710,2014-07-17,False,
1713,2014-07-17,True,102
2204,2014-07-17,False,
2208,2014-07-17,False,
2360,2014-07-17,True,5
2390,2014-07-17,True,1
1614,2014-07-17,True,3
2823,2014-07-18,False,
3356,2014-07-18,False,
2851,2014-07-18,False,
2484,2014-07-18,True,8
2488,2014-07-18,True,222
2031,2014-07-18,False,
1712,2014-07-18,False,
1442,2014-07-18,False,
2392,2014-07-18,True,164
3048,2014-07-21,True,40
9905,2014-07-21,False,
6405,2014-07-21,True,5
4722,2014-07-21,True,119
4137,2014-07-21,False,
1535,2014-07-21,True,168
1531,2014-07-21,True,15
1339,2014-07-21,True,5
1312A,2014-07-21,False,
1312,2014-07-21,True,154
2419,2014-07-21,False,
6278,2014-07-22,True,20
6286,2014-07-22,True,2
6257,2014-07-22,False,
8271,2014-07-22,False,
6415,2014-07-22,True,190
6115,2014-07-22,False,
1201,2014-07-22,False,
2731,2014-07-22,True,157
2104,2014-07-22,True,15
1736,2014-07-22,False,
1540,2014-07-22,True,35
1104,2014-07-22,True,6
2847,2014-07-22,True,94
8039,2014-07-23,False,
3501,2014-07-23,True,25
3032,2014-07-23,True,7
2901,2014-07-23,True,4
2849,2014-07-23,True,26
6412,2014-07-23,True,2
